Time,Tweet By,text,Is_a_Retweet,Orginal Author,Reply to Tweet - Name,Quote Status,Language,Retweet-Count,Favorite-Count,Source -URL
2016-08-10 22:12:11,HillaryClinton,Young people face tough challenges but they have the ability to do something about it Vote ,False,,HillaryClinton,False,en,994,2267,https://about.twitter.com/products/tweetdeck
2016-08-10 22:01:03,HillaryClinton,Were also going to make sure future generations inherit a cleaner planetand create millions of jobs along the way ,False,,HillaryClinton,False,en,1163,3026,https://about.twitter.com/products/tweetdeck
2016-08-10 21:48:20,HillaryClinton,Lets make it easier for young people to start businesses and fulfill their dreams  ,False,,HillaryClinton,False,en,828,1805,https://about.twitter.com/products/tweetdeck
2016-08-10 21:38:23,HillaryClinton,And unlike realDonaldTrump were gonna make it easier for people who arent celebrities to get apprenticeships ,False,,HillaryClinton,False,en,845,2173,https://about.twitter.com/products/tweetdeck
2016-08-10 21:27:39,HillaryClinton,Young Americans have the most to gain from Hillarys economic planand the most to lose under Trumps policies ,False,,HillaryClinton,False,en,990,2080,https://about.twitter.com/products/tweetdeck
2016-08-10 21:16:22,HillaryClinton,When you dig deeper you see that young people of color have faced even greater challenges That has to change ,False,,,False,en,2418,6502,https://about.twitter.com/products/tweetdeck
2016-08-10 21:07:02,HillaryClinton,Young people were among the hardest hit during the great recessionand the effects still linger ,False,,,False,en,1305,3807,https://about.twitter.com/products/tweetdeck
2016-08-10 21:07:01,realDonaldTrump,"Thank you Abingdon Virginia! 
MakeAmericaGreatAgain 
 ",False,,,False,en,5069,15769,http://twitter.com/download/iphone
2016-08-10 20:49:33,realDonaldTrump,No such meeting or conversation ever happened  a made up story by low ratings CNN,False,,,False,en,7218,21077,http://twitter.com/download/iphone
2016-08-10 20:37:58,realDonaldTrump,"Great meeting w coal miners amp leaders from the Virginia coal industry thank you! MAGA
 ",False,,,False,en,7565,21878,http://twitter.com/download/iphone
2016-08-10 19:49:58,HillaryClinton,Imagine how youll feel the day after the election if we havent joined together to chart a course of optimism ,False,,,False,en,1474,4030,https://about.twitter.com/products/tweetdeck
2016-08-10 19:43:32,HillaryClinton,I am humbled and moved by the Republicans who are willing to stand up and say that Donald Trump does not represent their values Hillary,False,,,False,en,6777,27130,https://about.twitter.com/products/tweetdeck
2016-08-10 19:40:42,HillaryClinton,Donald Trump has spent his career stiffing small businesses refusing to pay them what theyre owed ,False,,,False,en,6378,9889,https://about.twitter.com/products/tweetdeck
2016-08-10 19:37:25,HillaryClinton,We can be the clean energy superpower of the 21st Century ,False,,,False,en,729,2133,https://about.twitter.com/products/tweetdeck
2016-08-10 19:36:16,HillaryClinton,We are living off of the infrastructure built by our parents and grandparents Its overdue for upgrades ,False,,,False,en,1475,3845,https://about.twitter.com/products/tweetdeck
2016-08-10 19:33:35,HillaryClinton,Were going to make the biggest investment in goodpaying jobs since World War II ,False,,,False,en,769,2404,https://about.twitter.com/products/tweetdeck
2016-08-10 19:28:56,HillaryClinton,Hillarys talking about the economy in Des Moines Tune in now to watch ,False,,,False,en,386,1296,https://about.twitter.com/products/tweetdeck
2016-08-10 18:01:12,HillaryClinton,"If youre a millionaire youll do great under Trumps economic plan Everyone else Well

Take a look ",False,,,False,en,1382,3204,https://about.twitter.com/products/tweetdeck
2016-08-10 17:54:53,realDonaldTrump,I will be interviewed on greta tonight at 7pm Enjoy! ,False,,,False,en,5384,18143,http://twitter.com/download/iphone
2016-08-10 17:43:26,realDonaldTrump,My thoughts and prayers are with the two police officers shot in Sebastian County Arkansas LESM,False,,,False,en,10894,32456,http://twitter.com/download/iphone
2016-08-10 17:01:37,HillaryClinton,The time has come for Republicansto repudiate Mr Trump once and for all nytimes ,False,,,False,en,2277,5089,https://about.twitter.com/products/tweetdeck
2016-08-10 15:36:31,realDonaldTrump,Morning Joes weakness is its low ratings I dont watch anymore but I heard he went wild against Rudy Giuliani and 2A  sad amp irrelevant!,False,,,False,en,6782,22031,http://twitter.com/download/iphone
2016-08-10 15:08:01,realDonaldTrump,dbongino  You were fantastic in defending both the Second Amendment and me last night on CNN Don Lemon is a lightweight  dumb as a rock,False,,,False,en,9720,29940,http://twitter.com/download/android
2016-08-10 14:43:30,realDonaldTrump,dbongino Now cut off my mic! Bongino refuses to be bullied by Don Lemon over Trump 2nd Amendment  HEATED! ,False,,,False,en,7925,18918,http://twitter.com/download/android
2016-08-10 02:21:12,realDonaldTrump,Media desperate to distract from Clintons anti2A stance I said pro2A citizens must organize and get out vote to save our Constitution!,False,,,False,en,15262,38705,http://twitter.com/download/iphone
2016-08-10 01:11:39,realDonaldTrump,When is the media going to talk about Hillarys policies that have gotten people killed like Libya open borders and maybe her emails,False,,,False,en,21098,52581,http://twitter.com
2016-08-10 00:18:46,realDonaldTrump,"Thank you Senator ChuckGrassley! TrumpPence16
",False,,,False,en,6916,19260,http://twitter.com
2016-08-10 00:18:12,HillaryClinton,"Our kids are watching Donald
",False,,,False,en,11795,23619,http://twitter.com
2016-08-10 00:17:28,realDonaldTrump,"Thank you SenatorFischer! TrumpPence16
",False,,,False,en,3561,12558,http://twitter.com
2016-08-09 21:07:38,realDonaldTrump,"Thank you Wilmington North Carolina!
MakeAmericaGreatAgain ",False,,,False,en,7940,26467,http://twitter.com
2016-08-09 20:03:51,HillaryClinton,A person seeking to be the President of the United States should not suggest violence in any way ,False,,,False,en,14963,33791,https://about.twitter.com/products/tweetdeck
2016-08-09 19:13:29,HillaryClinton,Heres the sad truth There is no other Donald Trump This is it ,False,,,False,en,2820,8906,https://about.twitter.com/products/tweetdeck
2016-08-09 17:28:15,HillaryClinton,How can we prevent the spread of Zika in the US Hillary and TimKaine respond on Quora  ,False,,,False,en,1121,2783,https://about.twitter.com/products/tweetdeck
2016-08-09 15:20:06,HillaryClinton,"Donald Trumps economic plan is a bad deal for working familiesand a big tax cut for Donald Trump
",False,,,False,en,3838,7079,http://twitter.com
2016-08-09 14:23:38,HillaryClinton,"Trumps trickledown economic plan big giveaways for those at the top at the expense of everyone else
",False,,,False,en,2283,5855,http://twitter.com
2016-08-09 12:02:25,realDonaldTrump,LinHen23  foxandfriends Loved Trumps answers to voters questions this morning! Trumps economic plan will help MAGA NeverHillary,False,,,False,en,5573,18225,http://twitter.com/download/android
2016-08-09 12:01:33,realDonaldTrump,sprts08 realDonaldTrump foxandfriends great interviewall solid points on our economy TRUMP2016,False,,,False,en,3881,14179,http://twitter.com/download/android
2016-08-09 11:59:25,realDonaldTrump,I am running against the Washington insiders just like I did in the Republican Primaries These are the people that have made US a mess!,False,,,False,en,16457,47255,http://twitter.com/download/android
2016-08-09 11:32:43,realDonaldTrump,Will be interviewed on foxandfriends now!,False,,,False,en,2223,11737,http://twitter.com/download/android
2016-08-09 02:45:10,realDonaldTrump,Being in Detroit today was wonderful Quick stop in Ohio to meet with some of our great supporters Just got back home!,False,,,False,en,5793,26126,http://twitter.com/download/android
2016-08-09 02:22:47,HillaryClinton,Thank you to the more than 2 million people who have donated to this campaign Chip in now to join them ,False,,,False,en,1716,6527,http://twitter.com/download/iphone
2016-08-08 23:18:42,realDonaldTrump,As Senator Clinton promised 200000 jobs in Upstate New York  her efforts fell flat  ,False,,,False,en,7975,17817,http://twitter.com/download/iphone
2016-08-08 22:45:33,realDonaldTrump,Many people are saying that the Iranians killed the scientist who helped the US because of Hillary Clintons hacked emails,False,,,False,en,13479,34229,http://twitter.com/download/iphone
2016-08-08 22:43:56,realDonaldTrump,Thank you Newt!  ,False,,,True,en,9033,25662,http://twitter.com/download/iphone
2016-08-08 22:27:02,realDonaldTrump,Thank you Congressman Steven Palazzo!  ,False,,,False,en,6183,16834,http://twitter.com/download/iphone
2016-08-08 22:24:09,realDonaldTrump,"Thank you Senator David Perdue!
 ",False,,,False,en,6203,15843,http://twitter.com/download/iphone
2016-08-08 22:20:31,realDonaldTrump,"Thank you RepLouBarletta!
 ",False,,,False,en,4726,13869,http://twitter.com/download/iphone
2016-08-08 22:15:44,realDonaldTrump,Thank you NFIB together we will MakeAmericaGreatAgain!  ,False,,,True,en,4579,13543,http://twitter.com/download/iphone
2016-08-08 22:12:21,realDonaldTrump,Thank you!  ,False,,,True,en,3659,12284,http://twitter.com/download/iphone
2016-08-08 22:06:25,realDonaldTrump,Thank you Alex!  ,False,,,True,en,4295,13400,http://twitter.com/download/iphone
2016-08-08 20:30:14,HillaryClinton,Last night swimmer KatieLedecky won gold and broke her own world record in the 400m freestyle Congrats Katie! ,False,,,False,en,2056,10162,https://about.twitter.com/products/tweetdeck
2016-08-08 19:56:04,HillaryClinton,Just imagine Donald Trump in the Oval Office facing a real crisis We cant afford that kind of risk,False,,,False,en,3166,9558,https://about.twitter.com/products/tweetdeck
2016-08-08 19:54:31,HillaryClinton,Donald Trump is not only putting our national security at riskhes putting our economy at risk ,False,,,False,en,3831,8271,https://about.twitter.com/products/tweetdeck
2016-08-08 19:50:37,HillaryClinton,Were going to make sure the wealthy pay their fair share in taxes for a change ,False,,,False,en,1016,3229,https://about.twitter.com/products/tweetdeck
2016-08-08 19:49:35,HillaryClinton,Donald Trumps plan is just a repackaging of trickledown economicsand it doesnt help our economy or the vast majority of Americans,False,,,False,en,3135,9140,https://about.twitter.com/products/tweetdeck
2016-08-08 19:45:28,HillaryClinton,"Weve got to stand up against climate deniers

There isnt a problem we cant solve if we put our minds to it ",False,,,False,en,1167,3682,https://about.twitter.com/products/tweetdeck
2016-08-08 19:35:33,HillaryClinton,Watch live as Hillary stops in St Petersburg Florida for a campaign rally on the choice we face on the economy ,False,,,False,en,574,2137,https://about.twitter.com/products/tweetdeck
2016-08-08 18:45:52,HillaryClinton,Heres what people with actual tremendous business success say about Donald Trump ,False,,,False,en,1286,2697,https://about.twitter.com/products/tweetdeck
2016-08-08 16:22:24,HillaryClinton,Clintons economic policieswill result in a stronger US economy Mark Zandi John McCains economic advisor ,False,,HillaryClinton,False,en,1189,2251,https://about.twitter.com/products/tweetdeck
2016-08-08 15:50:59,HillaryClinton,Todays bombing of a hospital in Pakistan is despicable We have to stand up against terror and come together to prevent these attacks H,False,,,False,en,3174,10192,https://about.twitter.com/products/tweetdeck
2016-08-08 15:43:20,HillaryClinton,In Rio Olympic fencer Ibtihaj Muhammad became the first American Muslim athlete to compete while wearing a hijab ,False,,,False,en,6477,20251,https://about.twitter.com/products/tweetdeck
2016-08-08 15:20:44,realDonaldTrump,My economic policy speech will be carried live at 1215 PM Enjoy!,False,,,False,en,5534,21669,http://twitter.com/download/android
2016-08-08 15:14:31,HillaryClinton,When youre comparing Hillarys and Trumps economic plans there are two numbers you need to know ,False,,,False,en,4278,9735,https://about.twitter.com/products/tweetdeck
2016-08-08 14:00:38,HillaryClinton,I dont know another businessman that brags about his bankruptcies WarrenBuffett on Trump ,False,,,False,en,1782,3830,https://about.twitter.com/products/tweetdeck
2016-08-08 13:28:20,realDonaldTrump,Join me in Fayetteville North Carolina tomorrow evening at 6pm Tickets now available at ,False,,,False,en,4145,13325,http://twitter.com/download/iphone
2016-08-08 12:15:27,HillaryClinton,"Donald Trumps economic plan
1 Lower wages
2 Fewer jobs 
3 More debt
4 Tax breaks for the 01
",False,,,False,en,15286,22541,http://twitter.com
2016-08-08 03:09:32,HillaryClinton,WATCH This special 360 degree video allows you to experience the magic of the DemConvention balloon drop ,False,,,False,en,579,2066,https://about.twitter.com/products/tweetdeck
2016-08-08 02:31:03,HillaryClinton,"She doesnt just see one America She sees all of America amp knows that we need all of us CoryBooker on Hillary
",False,,,False,en,3499,9344,http://twitter.com
2016-08-08 00:58:24,HillaryClinton,We have some questions about realDonaldTrumps cozy relationship with Russia ,False,,,False,en,2279,4774,https://about.twitter.com/products/tweetdeck
2016-08-08 00:05:54,realDonaldTrump,ICYMI Will Media Apologize to Trump ,False,,,False,en,8186,19635,http://twitter.com/download/iphone
2016-08-07 23:09:08,realDonaldTrump,Michael Morell the lightweight former Acting Director of CIA and a man who has made serious bad calls is a total Clinton flunky!,False,,,False,en,7815,25019,http://twitter.com/download/android
2016-08-07 22:30:44,HillaryClinton,"In America if you can dream it you should be able to build it
",False,,,False,en,2537,7221,http://twitter.com
2016-08-07 21:31:46,realDonaldTrump,The media is going crazy They totally distort so many things on purpose Crimea nuclear the baby and so much more Very dishonest!,False,,,False,en,13942,41675,http://twitter.com/download/android
2016-08-07 20:17:42,HillaryClinton,The NRA is based in Virginia but thats never stopped TimKaine from leading the fight to reduce gun violence ,False,,,False,en,1865,6556,https://about.twitter.com/products/tweetdeck
2016-08-07 19:32:03,HillaryClinton,Donald Trumps no good horrible very bad week ,False,,,False,en,1405,4341,https://about.twitter.com/products/tweetdeck
2016-08-07 18:53:34,HillaryClinton,Laurie Hernandez is the first USborn Latina on the Olympic gymnastics team since 84 Good luck! ImWithHernandez ,False,,,False,en,6131,20705,https://about.twitter.com/products/tweetdeck
2016-08-07 17:15:55,HillaryClinton,She will deliver on the most important duty of a presidentkeeping our nation safe Michael Morell on Hillary ,False,,,False,en,2318,6186,https://about.twitter.com/products/tweetdeck
2016-08-07 16:35:53,HillaryClinton,Threetime world allaround champion Simone_Biles is set to make history at the Olympics Good luck Simone! ,False,,,False,en,3588,13925,https://about.twitter.com/products/tweetdeck
2016-08-07 15:00:45,HillaryClinton,On the issues theres no comparison in terms of thoughtfulness thoroughness and practicality HoustonChron ,False,,,False,en,1921,5406,http://twitter.com/download/iphone
2016-08-07 14:13:42,HillaryClinton,"So proud of you Karla
",False,,,False,en,2275,6535,http://twitter.com
2016-08-07 13:49:29,realDonaldTrump,I see where Mayor Stephanie RawlingsBlake of Baltimore is pushing Crooked hard Look at the job she has done in Baltimore She is a joke!,False,,,False,en,10930,34047,http://twitter.com/download/android
2016-08-07 13:10:08,HillaryClinton,"sendDonaldtospace JeffBezos

Trumps peer reviews are dismal ",False,,,False,en,1323,3151,https://about.twitter.com/products/tweetdeck
2016-08-07 02:19:37,realDonaldTrump,Thank you Windham New Hampshire! TrumpPence16 MAGA ,False,,,False,en,6235,20820,http://twitter.com/download/iphone
2016-08-07 02:03:39,realDonaldTrump,"Larry_Kudlow  Donald Trump Is the middleclass growth candidate
",False,,,False,en,8822,21439,http://twitter.com/download/iphone
2016-08-07 01:53:45,realDonaldTrump,I am not just running against Crooked Hillary Clinton I am running against the very dishonest and totally biased media  but I will win!,False,,,False,en,28607,88516,http://twitter.com/download/android
2016-08-07 00:02:56,HillaryClinton,45 reasons why Trump should never be presidentjust from this week alone ,False,,,False,en,3980,8156,https://about.twitter.com/products/tweetdeck
2016-08-06 22:57:08,HillaryClinton,Seriously what is going on with Trump and Russia ,False,,,False,en,5913,10278,https://about.twitter.com/products/tweetdeck
2016-08-06 20:59:02,HillaryClinton,Why the HoustonChron is urging voters to support Hillary in the starkest political choice in living memory ,False,,,False,en,2288,5745,https://about.twitter.com/products/tweetdeck
2016-08-06 20:09:34,HillaryClinton,Why do Trumps foreign policy ideas read like a Putin wish list ,False,,,False,en,2425,4670,https://about.twitter.com/products/tweetdeck
2016-08-06 20:04:08,realDonaldTrump,"CrookedHillary is not fit to be our next president! TrumpPence16 
",False,,,False,en,8455,25361,http://twitter.com/download/iphone
2016-08-06 19:12:34,HillaryClinton,Four years ago today ,False,,,True,en,11112,18616,http://twitter.com
2016-08-06 18:59:46,HillaryClinton, so yeah its been quite a week for Donald Trump ,False,,,False,en,6760,11884,https://about.twitter.com/products/tweetdeck
2016-08-06 18:11:50,realDonaldTrump,Heading to New Hampshire  will be talking about Hillary saying her brain SHORT CIRCUITED and other things!,False,,,False,en,8945,29653,http://twitter.com/download/android
2016-08-06 16:05:14,HillaryClinton,America is stronger when we expand access to the ballot box not restrict it Its time to RestoreTheVRA ,False,,,False,en,3640,9304,https://about.twitter.com/products/tweetdeck
2016-08-06 14:48:14,realDonaldTrump,Anybody whose mind SHORT CIRCUITS is not fit to be our president! Look up the word BRAINWASHED,False,,,False,en,13832,37267,http://twitter.com/download/android
2016-08-06 14:37:40,HillaryClinton,Four gold medals and counting Today SerenaWilliams hits the court in Rio to add to her collection ,False,,,False,en,5264,18984,https://about.twitter.com/products/tweetdeck
2016-08-06 14:24:43,realDonaldTrump,Crooked Hillary said loudly and for the world to see that she SHORT CIRCUITED when answering a question on her emails Very dangerous!,False,,,False,en,14016,39883,http://twitter.com/download/android
2016-08-06 11:53:00,realDonaldTrump,Hillary Clinton is being badly criticized for her poor performance in answering questions Let us all see what happens!,False,,,False,en,9728,34648,http://twitter.com/download/android
2016-08-06 03:59:08,realDonaldTrump,"Good luck TeamUSA
OpeningCeremony Rio2016 ",False,,,False,en,10719,35693,http://twitter.com/download/iphone
2016-08-06 02:57:11,realDonaldTrump,"Trump is right about violent crime Its on the rise in major cities
",False,,,False,en,8504,20495,http://twitter.com/download/iphone
2016-08-06 02:44:55,realDonaldTrump,Thank you Green Bay Wisconsin! Governor Mike_Pence and I will be back soon TrumpPence16 MAGA ,False,,,False,en,5670,20251,http://twitter.com/download/iphone
2016-08-06 00:05:12,HillaryClinton,At the Paris 1900 games golfer Margaret Abbott became the first American woman to win an Olympic gold medal ,False,,,False,en,5233,20102,http://twitter.com/download/iphone
2016-08-05 23:53:53,realDonaldTrump,"DONT LET HILLARY CLINTON DO IT AGAIN!
TrumpPence16
",False,,,False,en,18434,33408,http://twitter.com
2016-08-05 22:42:08,realDonaldTrump,Thank you Des Moines Iowa! Governor Mike_Pence and I appreciate your support! MAGA TrumpTrain ,False,,,False,en,5923,20218,http://twitter.com/download/iphone
2016-08-05 22:33:04,HillaryClinton,"Trump just said he doesnt throw babies out of his rallies

Lets review the record
",False,,,False,en,5372,10504,http://twitter.com
2016-08-05 21:08:02,HillaryClinton,We have never had a candidate that was more qualified to take the office of president POTUS on Hillary ,False,,,False,en,2885,8020,https://about.twitter.com/products/tweetdeck
2016-08-05 20:03:29,realDonaldTrump,MakeAmericaSafeAgain ,False,,,False,und,14944,29738,http://twitter.com/download/iphone
2016-08-05 19:22:17,HillaryClinton,"This week Trump attacked a fallen soldiers family called Hillary the devil and criticized a crying baby
",False,,,False,en,5885,10254,http://twitter.com
2016-08-05 18:29:22,HillaryClinton,Stronger Together comes out in Septa book on Hillarys policy plans and vision for America  ,False,,,False,en,2127,5937,https://about.twitter.com/products/tweetdeck
2016-08-05 18:03:23,HillaryClinton,"Republicans agree We cant give Donald Trump control of our nuclear codes
",False,,,False,en,3474,7431,http://twitter.com
2016-08-05 17:12:43,HillaryClinton,We have to reject and stand up against the appeals to the kind of bigotrythat we see from Trumps campaign Hillary NABJNAHJ16,False,,,False,en,1713,5765,https://about.twitter.com/products/tweetdeck
2016-08-05 16:49:25,HillaryClinton,We launched an allSpanish Twitter account Hillary_esp because we believe in bringing as many people as possible into this conversation,False,,,False,en,2410,8186,https://about.twitter.com/products/tweetdeck
2016-08-05 16:48:19,HillaryClinton,I believe with all my heart that America is better than this America is better than Donald Trump Hillary,False,,,False,en,2473,8246,https://about.twitter.com/products/tweetdeck
2016-08-05 16:47:54,HillaryClinton,"Trump retweets white nationalists 
He talks about banning Muslims 
And yes he talks about curtailing press freedom as well",False,,,False,en,2680,7687,https://about.twitter.com/products/tweetdeck
2016-08-05 16:47:11,HillaryClinton,Trump is harkening back to the most shameful chapters of our history and appealing to the ugliest impulses of our society,False,,,False,en,2050,6310,https://about.twitter.com/products/tweetdeck
2016-08-05 16:46:05,HillaryClinton,Its past time for comprehensive immigration reform and were going to do everything we can to get it done ,False,,,False,en,830,2687,https://about.twitter.com/products/tweetdeck
2016-08-05 16:42:51,HillaryClinton,Weve got to help every family afford the books computers and internet access that our kids need to learn in the 21st century,False,,,False,en,955,3530,https://about.twitter.com/products/tweetdeck
2016-08-05 16:41:40,HillaryClinton,Rosa Parks opened up every seat on the bus Now weve got to expand economic opportunity so everyone can afford the fare,False,,,False,en,1647,6526,https://about.twitter.com/products/tweetdeck
2016-08-05 16:39:16,HillaryClinton,The Great Recession hit our whole country hard but the toll was especially hard on black and Latino families,False,,,False,en,819,3205,https://about.twitter.com/products/tweetdeck
2016-08-05 16:37:36,HillaryClinton,Tune in to watch Hillary speak live with the NABJ and the NAHJ ,False,,,False,en,368,1206,https://about.twitter.com/products/tweetdeck
2016-08-05 16:24:42,HillaryClinton,Trump is not only unqualified for the job but he may well pose a threat to our national security Michael Morell ,False,,,False,en,2919,6558,https://about.twitter.com/products/tweetdeck
2016-08-05 15:25:47,HillaryClinton,Our firstever gold medalwinning womens gymnastics team the Magnificent Seven ,False,,,False,en,2377,14039,https://about.twitter.com/products/tweetdeck
2016-08-05 13:08:35,realDonaldTrump,"Hillary Clinton has bad judgment and is unfit to serve as President
",False,,,False,en,9255,26751,http://twitter.com/download/iphone
2016-08-05 12:50:31,HillaryClinton,"We dont know why Trump and Putin praise each other so much and share many foreign policies

Well let you guess
",False,,,False,en,7475,11964,http://twitter.com
2016-08-05 10:39:27,realDonaldTrump,The plane I saw on television was the hostage plane in Geneva Switzerland not the plane carrying 400 million in cash going to Iran!,False,,,False,en,8856,27847,http://twitter.com/download/android
2016-08-05 03:11:26,HillaryClinton,"Watch an exclusive interview with POTUS backstage at the Democratic Convention
",False,,,False,en,2817,7174,http://twitter.com
2016-08-05 02:19:22,realDonaldTrump,President Obama refuses to answer question about Iran terror funding  I wont dodge questions as your President ,False,,,False,en,12781,33760,http://twitter.com/download/iphone
2016-08-05 02:19:08,realDonaldTrump,Obamas disastrous judgment gave us ISIS rise of Iran and the worst economic numbers since the Great Depression!,False,,,False,en,13438,37869,http://twitter.com/download/iphone
2016-08-05 02:18:18,realDonaldTrump,President Obama should ask the DNC about how they rigged the election against Bernie,False,,,False,en,12130,35479,http://twitter.com/download/iphone
2016-08-05 02:16:20,realDonaldTrump,"See you tomorrow w Gov Mike_Pence Iowa amp Wisconsin! 
3pm 
7pm  ",False,,,False,en,4319,14096,http://twitter.com/download/iphone
2016-08-05 00:00:00,HillaryClinton,None of us can raise a family build a business heal a community or lift a country alone It takes a village ,False,,,False,en,4590,16886,https://about.twitter.com/products/tweetdeck
2016-08-04 22:42:13,realDonaldTrump,"Thank you Portland Maine! 
MakeAmericaGreatAgain 
 ",False,,,False,en,5543,18577,http://twitter.com/download/iphone
2016-08-04 22:05:34,HillaryClinton,We know a guy with a binder realDonaldTrump He might not take your calls though ,False,,,True,en,6579,16102,https://about.twitter.com/products/tweetdeck
2016-08-04 21:38:15,HillaryClinton,Wish POTUS a happy birthday Sign his card ,False,,,False,en,836,3670,https://about.twitter.com/products/tweetdeck
2016-08-04 21:06:59,HillaryClinton,"You saw the Democratic Convention

Now watch the neverbeforeseen footage from backstage
",False,,,False,en,4928,12382,http://twitter.com
2016-08-04 20:24:24,HillaryClinton,If youre not registered and youre eligible as an American citizen please go sign up Hillary in Nevada ,False,,,False,en,1927,4789,https://about.twitter.com/products/tweetdeck
2016-08-04 20:23:17,HillaryClinton,Anyone who you can provoke with a tweet should not be anywhere near nuclear weapons ,False,,,False,en,1709,4688,https://about.twitter.com/products/tweetdeck
2016-08-04 20:22:15,HillaryClinton,Donald Trump is not qualified to be president and he is temperamentally unfit to be CommanderinChief,False,,,False,en,6308,21370,https://about.twitter.com/products/tweetdeck
2016-08-04 19:23:41,realDonaldTrump,Happy 226th Birthday to the United States Coast Guard Thank you USCG! CoastGuardDay ,False,,,False,en,10741,35595,http://twitter.com/download/iphone
2016-08-04 19:16:00,realDonaldTrump,Great meeting all of you This group knocked on 50K doors amp counting here in Maine thank you! MaineGOP  ,False,,,True,en,5995,19854,http://twitter.com/download/iphone
2016-08-04 18:47:24,HillaryClinton,Every week realDonaldTrump hits a new low ,False,,,False,en,1686,4260,https://about.twitter.com/products/tweetdeck
2016-08-04 16:23:18,HillaryClinton,Thats what 21st century feminism is about The idea that when everybody is equal we are all more free POTUS ,False,,,False,en,3188,8195,https://about.twitter.com/products/tweetdeck
2016-08-04 15:17:01,realDonaldTrump,"Looking forward to IA amp WI with Gov Pence tomorrow Join us! MAGA

 ",False,,,False,en,5814,18830,http://twitter.com/download/iphone
2016-08-04 15:16:04,HillaryClinton,What our economy needs The largest investment in creating goodpaying jobs since World War II ,False,,,False,en,2176,5641,https://about.twitter.com/products/tweetdeck
2016-08-04 13:57:30,HillaryClinton,Happy birthday POTUS ,False,,,False,en,7446,27315,https://about.twitter.com/products/tweetdeck
2016-08-04 12:55:51,HillaryClinton,The HoustonChron almost always backs the GOP nominee for president Heres why they endorsed Hillary in 2016 ,False,,,False,en,2765,6977,https://about.twitter.com/products/tweetdeck
2016-08-04 02:27:52,realDonaldTrump,"Thank you Jacksonville Florida!
MakeAmericaGreatAgain 
 ",False,,,False,en,7526,23956,http://twitter.com/download/iphone
2016-08-04 00:08:07,HillaryClinton,We have the most productive and competitive workers in the world We just need to give them a chance to succeed ,False,,,False,en,2971,11225,https://about.twitter.com/products/tweetdeck
2016-08-03 23:10:41,realDonaldTrump,"Thank you for your support of my candidacy! MAGA ImWithYou 
",False,,,False,en,5815,20913,http://twitter.com/download/iphone
2016-08-03 22:10:11,realDonaldTrump,Thank you to the amazing law enforcement officers today in Daytona Beach Florida! LESM MAGA ,False,,,False,en,10377,35330,http://twitter.com/download/iphone
2016-08-03 21:57:07,realDonaldTrump,"THANK YOU Daytona Beach Florida!
MakeAmericaGreatAgain ",False,,,False,en,7584,24081,http://twitter.com/download/iphone
2016-08-03 21:51:34,HillaryClinton,I will take on the gun lobby for commonsense gun safety reform Hillary ,False,,,False,en,1476,4970,https://about.twitter.com/products/tweetdeck
2016-08-03 21:49:41,HillaryClinton,We are setting a goal to register 3 million more American citizens to vote ,False,,,False,en,2822,6562,https://about.twitter.com/products/tweetdeck
2016-08-03 21:48:43,HillaryClinton,As president I will defend and protect Americas public lands ,False,,,False,en,988,3653,https://about.twitter.com/products/tweetdeck
2016-08-03 21:47:25,HillaryClinton,Anyone who can be provoked by a tweet shouldnt be anywhere near nuclear weapons,False,,,False,en,15806,40309,https://about.twitter.com/products/tweetdeck
2016-08-03 21:45:59,HillaryClinton,There is no doubt in my mind that Donald Trump is unqualified and unfit to be CommanderinChief Hillary,False,,,False,en,2861,11466,https://about.twitter.com/products/tweetdeck
2016-08-03 21:44:29,HillaryClinton,"The RNC showed a negative pessimistic view of America That is not who we are

Do we have challenges Sure Can we meet them Absolutely!",False,,,False,en,1941,9360,https://about.twitter.com/products/tweetdeck
2016-08-03 21:40:49,HillaryClinton,We gotta make this economy work for everybody not just those at the top Hillary ,False,,,False,en,982,3716,https://about.twitter.com/products/tweetdeck
2016-08-03 20:18:57,HillaryClinton,Trump I love war in a certain way ,False,,,False,en,1591,3515,https://about.twitter.com/products/tweetdeck
2016-08-03 18:58:44,HillaryClinton,Trump thinks its too hard to make his products in America so we went and found 100 US manufacturers he could use ,False,,,False,en,4570,8440,https://about.twitter.com/products/tweetdeck
2016-08-03 17:32:29,HillaryClinton,"Donald Trumps message to workers Youre fired
",False,,,False,en,3240,6143,http://twitter.com
2016-08-03 14:38:32,HillaryClinton,"Making our economy work for everyone starts by making sure those at the top pay their fair share in taxes
",False,,,False,en,2744,7201,http://twitter.com
2016-08-03 13:54:08,HillaryClinton,"If Trump is serious about making America great again he should start by making his products in America
",False,,,False,en,6848,14176,http://twitter.com
2016-08-03 13:03:25,HillaryClinton,"Lincoln War at its best is terrible
Trump I love war

How Trumps words compare to former presidents ",False,,,False,en,3291,6794,https://about.twitter.com/products/tweetdeck
2016-08-03 10:23:27,realDonaldTrump,Our incompetent Secretary of State Hillary Clinton was the one who started talks to give 400 million dollars in cash to Iran Scandal!,False,,,False,en,20208,48939,http://twitter.com/download/android
2016-08-03 09:14:40,realDonaldTrump,There is great unity in my campaign perhaps greater than ever before I want to thank everyone for your tremendous support Beat Crooked H!,False,,,False,en,13680,49471,http://twitter.com/download/android
